Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
farmLifeGroundOreganoDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Grain Miller on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Młynka do Ziarna w KitchNaid. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeGroundPorkDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Meat Grinder on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Maszynki do Mięsa w KitchNaid. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeGroundVealDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeHamDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeHamSteakDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Zhang Cleaver on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Tasaka Zhang na Desce do Krojenia. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeHamburgerDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Spatula on a Webber Grill. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Łopatki na Grillu Webber. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeHamburgerBunDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Blachy do Pieczenia w Piekarniku Gazowym. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeHamburgerFixingsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Damascus Knife on a Chopping Board. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Noża z Damasceńskiej Stali na Desce do Krojenia. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeHamburgerPattyDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nSkładnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeHashbrownsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Żeliwnej Patelni w Piekarniku Gazowym. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeJoelsBreakfastDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Żeliwnej Patelni w Piekarniku Gazowym. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeKidneyBeanDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeLimeDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeLinguiniDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Live Trap,items,item,,,Live Trap,,,,,,,,Pułapka na żywe zwierzęta,,,,,,

farmLifeLiveTrapDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUsed for finding kitties as well as the Wolf.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nSłuży do znajdowania kotków oraz Wilka.,,,,,,

farmLifeMapleSapDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nSkładnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeMapleSyrupDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Boiler on a Brew Cooker. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Kotła na Kuchence Piwowarskiej. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Maple Wood Plank,items,item,,,Maple Woodchips,,,,,,,,Deska z Klonu,,,,,,

farmLifeMapleWoodPlankDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nThese Maple Wood Planks are used in crafting, can be turned into Wood Ash, or shredded into wood chips for grilling and smoking.",,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nTe Klonowe Deski są używane w rzemiośle, można je zamienić w Popiół Drzewny lub rozdrobić na wióry do grillowania i wędzenia.",,,,,,

Maple Woodchips,items,item,,,Maple Woodchips,,,,,,,,Wióry z Klonu,,,,,,

farmLifeMapleWoodchipsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\n High quality maple woodchips for smoking meat.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\n Wióry z klonu. Klasyka wędzarnictwa. Idealne, by Twoja dziczyzna smakowała jak luksus, na który nikogo już nie stać.",,,,,,

farmLifeMarinaraDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Garnka w Piekarniku Gazowym. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeMarinatedBBQElkDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Miski do Mieszania w KitchNaid. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeMeatGrinderDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. The Meat Grinder is a tool used in the KitchNaid for crafting.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Stołu Roboczego. Maszynka do Mięsa to narzędzie używane do rzemiosła w KitchNaid.,,,,,,

Meat Hanger,items,Food,,,Meat Hanger,,,,,,,,Wieszak na Mięso,,,,,,

farmLifeMeatHangerDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the crucible with a Forge. The Meat Hanger is a tool used in the Cold Smoker for crafting.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj tygla w Kuźni. Hak na Mięso to narzędzie używane do rzemiosła w Zimnej Wędzarni.,,,,,,

farmLifeMesquiteWoodchipsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nSkładnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeMexicanCombo3Desc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Blachy do Pieczenia w Piekarniku Gazowym. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeMeyerLemonDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeMilkingMachineDesc,,item,Food,newKey,Type: Farm Life Tool(Workbench required to craft.)Metal\nUnlocked by: Farm Life\n\nMilking Machine. Tool for Cow.,,,,,,,,Typ: Narzędzie Farm Life (Wymaga Stołu Roboczego.) Metal\nOdblokowane przez: Farm Life\n\nDojarka. Narzędzie dla Krowy.,,,,,,

farmLifeMincedGarlicDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Food Processor on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Malaksera w KitchNaid. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeMincedOnionDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Food Processor on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Malaksera w KitchNaid. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeMintDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nSkładnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeMisoSoupDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Garnka w Piekarniku Gazowym. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeMixedGreensDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Miski do Mieszania w KitchNaid. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeMixedHerbsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Food Processor on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Malaksera w KitchNaid. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

Mixing Bowl,items,Food,,,Mixing Bowl,,,,,,,,Miska do Mieszania,,,,,,

farmLifeMixingBowlDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Anvil on a Forge. The Mixing Bowl is a tool used in the KitchNaid for crafting.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Kowadła w Kuźni. Miska do Mieszania to narzędzie używane do rzemiosła w KitchNaid.,,,,,,

Mixing Cask,items,item,,,Mixing Cask,,,,,,,,Beczka do Mieszania,,,,,,

farmLifeMixingCaskDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. The Mixing Cask is a tool used in the Brew Station for crafting.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Stołu Roboczego. Beczka do Mieszania to narzędzie używane do rzemiosła na Stacji Piwowarskiej.,,,,,,

farmLifeMojitoDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Veggie Attachment on a Kitchnaid. Libations will get you going but please use responsibly. Death can occur from overuse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Przystawki do Warzyw w KitchNaid. Trunki postawią cię na nogi, ale spożywaj je odpowiedzialnie. Przedawkowanie może skutkować śmiercią.",,,,,,

Oak Barrel,items,item,,,Oak Barrel,,,,,,,,Dębowa Beczka,,,,,,

farmLifeOakBarrelDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. The Oak Barrel is a tool used in the Brew Station for crafting.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Stołu Roboczego. Dębowa Beczka to narzędzie używane do rzemiosła na Stacji Piwowarskiej.,,,,,,

farmLifeOkraDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeOldTimersBreakfastDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Deski do Krojenia. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeOliveDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeOliveOilDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Veggie Attachment on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Przystawki do Warzyw w KitchNaid. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeOlivePasteDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Veggie Attachment on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Przystawki do Warzyw w KitchNaid. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeOmeletteBatterDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Miski do Mieszania w KitchNaid. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

farmLifeOnionDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeOrangeDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeOreganoDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

farmLifeSmokedHamDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Meat Hanger on a Cold Smoker. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Haka na Mięso w Zimnej Wędzarni. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,


Gas Oven,,item,Tools,newKey,Farm Cooker,,,,,,,,Piekarnik Gazowy,,,,,,
Fermentor Bench,,item,Tools,newKey,Fermentor,,,,,,,,Stół Fermentacyjny,,,,,,
drinkCanBoiledWater,,item,Tools,newKey,Can Boiled Water,,,,,,,,Puszka Przegotowanej Wody,,,,,,
drinkCanEmptyDesc,items,Food,,,Empty Can for cooking made only in the Farm Forge.,,,,,,,,"Pusta puszka do gotowania, tworzona tylko w Kuźni FarmLife.",,,,,,
drinkCanBoiledWaterDesc,items,Food,,,Can be filled with water and used for drinking or cooking.,,,,,,,,Można ją napełnić wodą i użyć do picia lub gotowania.,,,,,,


AppleSeedDesc,items,Food,,,Youve found an Apple Seed. These can be crafted using the original fruit. The Farm Table or found at the traders and then Planted!\n\nSeed takes 5mins. Sappling takes 55Mins To grow.\n\nPrefabs were purchased and added to further enhance the experience of the Mod.,,,,,,,,"Znalazłeś nasiono jabłoni. Możesz je wytworzyć z oryginalnego owocu używając Stołu FarmLife lub znaleźć u handlarzy, a następnie posadzić!\n\nNasiono potrzebuje 5 minut, a sadzonka 55 minut, aby urosnąć.\n\nModele zostały specjalnie zakupione i dodane, aby jeszcze bardziej wzbogacić wrażenia płynące z modyfikacji.",,,,,,

AvocadoSeedDesc,items,Food,,,Youve found an Avocado Seed. These can be crafted using the original fruit. The Farm Table or found at the traders and then Planted!\n\nSeed takes 5mins. Sappling takes 55Mins To grow.\n\nPrefabs were purchased and added to further enhance the experience of the Mod.,,,,,,,,"Znalazłeś nasiono awokado. Możesz je wytworzyć z oryginalnego owocu używając Stołu FarmLife lub znaleźć u handlarzy, a następnie posadzić!\n\nNasiono potrzebuje 5 minut, a sadzonka 55 minut, aby urosnąć.\n\nModele zostały specjalnie zakupione i dodane, aby jeszcze bardziej wzbogacić wrażenia płynące z modyfikacji.",,,,,,

BananaSeedDesc,items,Food,,,Youve found a Banana Seed. These can be crafted using the original fruit. The Farm Table or found at the traders and then Planted!\n\nSeed takes 5mins. Sappling takes 55Mins To grow.\n\nPrefabs were purchased and added to further enhance the experience of the Mod.,,,,,,,,"Znalazłeś nasiono banana. Możesz je wytworzyć z oryginalnego owocu używając Stołu FarmLife lub znaleźć u handlarzy, a następnie posadzić!\n\nNasiono potrzebuje 5 minut, a sadzonka 55 minut, aby urosnąć.\n\nModele zostały specjalnie zakupione i dodane, aby jeszcze bardziej wzbogacić wrażenia płynące z modyfikacji.",,,,,,

CherrySeedDesc,items,Food,,,Youve found a Cherry Seed. These can be crafted using the original fruit. The Farm Table or found at the traders and then Planted!\n\nSeed takes 5mins. Sappling takes 55Mins To grow.\n\nPrefabs were purchased and added to further enhance the experience of the Mod.,,,,,,,,"Znalazłeś nasiono wiśni. Możesz je wytworzyć z oryginalnego owocu używając Stołu FarmLife lub znaleźć u handlarzy, a następnie posadzić!\n\nNasiono potrzebuje 5 minut, a sadzonka 55 minut, aby urosnąć.\n\nModele zostały specjalnie zakupione i dodane, aby jeszcze bardziej wzbogacić wrażenia płynące z modyfikacji.",,,,,,

CinnamonSeedDesc,items,Food,,,Youve found a Cinnamon Seed. These can be crafted using the original fruit. The Farm Table or found at the traders and then Planted!\n\nSeed takes 5mins. Sappling takes 55Mins To grow.\n\nPrefabs were purchased and added to further enhance the experience of the Mod.,,,,,,,,"Znalazłeś nasiono cynamonowca. Możesz je wytworzyć z oryginalnego kory używając Stołu FarmLife lub znaleźć u handlarzy, a następnie posadzić!\n\nNasiono potrzebuje 5 minut, a sadzonka 55 minut, aby urosnąć.\n\nModele zostały specjalnie zakupione i dodane, aby jeszcze bardziej wzbogacić wrażenia płynące z modyfikacji.",,,,,,
